Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,31.65,16.47,4.77,8.58,146.99,64.55,6.7,34.09,441.83,1.05,78.78,,,,,,
,,,31.67,17.96,5.37,7.85,141.91,69.53,5.56,25.72,477.98,0.78,78.75,,,,,,
,,,31.68,16.75,5.34,11.52,183.28,85.15,7.58,39.36,461.48,0.81,75.45,,,,,,
,,,31.7,15.18,6.87,9.71,153.29,105.28,6.76,35.12,525.76,0.88,68.02,,,,,,
,,,31.72,19.73,5.4,9.08,178.78,69.57,5.45,42.93,487.14,0.81,77.67,,,,,,
,,,31.73,17.81,6.16,8.14,148.62,98.63,7.11,31.84,537.43,0.71,109.61,,,,,,
,,,31.75,13.84,5.52,9.15,110.87,64.77,8.08,41.92,589.73,0.79,73.39,,,,,,
,,,31.77,20.28,6.03,9.13,129.57,61.16,5.57,32.85,476.64,0.76,89.35,,,,,,
,,,31.78,12.08,5.85,9.05,130.05,85.82,6.55,30.32,462.54,0.84,70.47,,,,,,
,,,31.8,13.78,5.23,9.66,194.7,77.87,5.61,37.34,573.69,0.69,66.24,,,,,,
,,,31.82,18.26,5.5,8.28,110.09,73.39,8.11,36.95,348.13,0.94,94.94,,,,,,
,,,31.83,18.54,5.97,7.66,175.35,90.18,7.7,47.35,605.52,0.84,74.81,,,,,,
,,,31.85,15.42,6.43,10.28,153.99,73.79,4.65,42.62,521.86,0.85,56.76,,,,,,
,,,31.87,17.13,5.23,9.56,118.6,82.38,5.67,40.0,548.79,0.96,84.02,,,,,,
,,,31.88,17.69,5.12,9.01,171.13,67.76,6.28,30.9,501.34,0.62,81.13,,,,,,
,,,31.9,13.76,5.58,7.17,173.9,74.12,7.77,35.75,448.57,0.7,82.17,,,,,,
,,,31.92,13.35,6.67,8.28,167.76,72.54,5.37,45.12,553.9,0.79,86.3,,,,,,
,,,31.93,17.4,6.24,7.45,192.92,73.17,5.79,35.96,558.2,0.67,65.61,,,,,,
,,,31.95,22.08,6.64,9.25,100.68,76.97,7.11,35.45,456.56,0.79,73.34,,,,,,
,,,31.97,19.63,6.12,9.26,197.67,79.74,7.3,28.35,426.84,0.94,73.34,,,,,,
,,,31.98,16.75,5.29,8.92,142.21,79.0,6.61,46.92,496.15,0.88,65.81,,,,,,
,,,32.0,21.85,5.09,9.72,187.84,71.25,8.42,40.61,407.71,0.66,71.88,,,,,,
,,,32.02,20.75,6.95,6.28,158.78,63.49,6.14,32.89,564.17,0.61,77.93,,,,,,
,,,32.03,15.2,5.38,8.52,137.65,112.77,9.63,34.32,491.31,0.86,88.17,,,,,,
,,,32.05,17.75,6.83,10.94,149.58,70.25,6.41,48.78,425.73,0.94,91.2,,,,,,
,,,32.07,15.97,7.15,8.25,194.38,87.25,9.45,34.94,458.17,0.85,77.64,,,,,,
,,,32.08,14.89,5.79,8.15,153.3,64.18,7.67,31.44,518.17,0.73,76.04,,,,,,
,,,32.1,18.67,5.67,8.95,154.42,67.22,4.92,42.51,547.97,0.81,63.81,,,,,,
,,,32.12,18.49,6.11,10.2,186.27,86.08,8.17,35.57,581.86,1.02,64.87,,,,,,
,,,32.13,20.38,4.84,10.6,188.37,65.0,6.45,33.15,361.55,0.93,95.15,,,,,,
,,,32.15,19.29,4.75,11.53,154.23,70.44,7.16,39.44,558.08,0.76,72.56,,,,,,
,,,32.17,20.54,5.94,9.09,138.96,71.26,7.06,34.06,471.63,0.76,91.96,,,,,,
,,,32.18,16.36,6.24,9.62,153.07,59.84,7.71,37.42,466.96,0.93,76.93,,,,,,
,,,32.2,20.36,5.83,12.16,161.63,70.97,8.43,32.66,525.18,0.62,83.04,,,,,,
,,,32.22,25.58,6.37,9.4,167.55,83.6,5.97,37.37,518.12,0.97,92.1,,,,,,
,,,32.23,20.52,5.73,8.03,149.76,78.76,7.37,28.15,415.53,0.79,82.88,,,,,,
,,,32.25,15.71,6.41,11.84,152.5,65.27,9.97,42.06,547.91,0.73,86.74,,,,,,
,,,32.27,24.33,7.44,8.92,153.45,85.37,7.31,41.09,452.04,0.9,87.4,,,,,,
,,,32.28,23.11,4.13,8.16,175.01,76.66,7.95,39.58,463.62,0.76,69.0,,,,,,
,,,32.3,21.08,7.13,8.7,165.2,65.59,8.14,40.85,530.17,0.83,100.44,,,,,,
,,,32.32,26.18,5.53,10.67,146.46,70.78,6.57,31.33,522.28,0.94,80.28,,,,,,
,,,32.33,23.05,6.57,9.62,142.67,97.3,8.1,37.14,510.78,0.61,74.87,,,,,,
,,,32.35,22.01,6.84,10.87,151.39,80.96,6.51,42.29,636.34,0.87,85.76,,,,,,
,,,32.37,17.02,6.15,11.73,155.96,59.12,5.82,30.06,629.75,0.69,83.12,,,,,,
,,,32.38,21.53,5.17,11.45,126.32,64.51,6.32,38.35,539.57,0.88,54.28,,,,,,
,,,32.4,22.29,5.7,10.59,152.81,58.75,7.24,37.75,608.52,0.89,79.34,,,,,,
,,,32.42,21.07,6.4,10.38,178.64,69.13,7.92,31.66,473.44,0.9,59.03,,,,,,
,,,32.43,16.69,6.69,9.51,179.58,75.96,6.48,41.37,496.41,0.68,66.08,,,,,,
,,,32.45,17.69,5.13,12.18,176.07,99.33,6.48,40.99,555.35,0.87,63.67,,,,,,
,,,32.47,22.52,5.27,10.36,113.17,76.31,7.51,33.19,449.12,0.82,81.97,,,,,,
,,,32.48,19.07,6.63,10.22,130.73,62.5,8.02,32.82,419.23,0.8,92.19,,,,,,
,,,32.5,20.71,6.11,13.42,155.2,98.1,6.63,25.14,608.15,0.81,75.52,,,,,,
,,,32.52,18.8,5.73,10.55,128.29,62.16,8.66,45.68,652.45,1.0,95.53,,,,,,
,,,32.53,16.55,6.36,10.92,168.54,71.67,8.72,34.3,429.98,0.89,91.22,,,,,,
,,,32.55,22.44,6.6,9.05,138.45,98.61,7.67,42.19,592.7,0.71,75.68,,,,,,
,,,32.57,18.73,6.82,8.89,148.72,84.86,8.64,30.73,584.63,0.87,61.14,,,,,,
,,,32.58,20.09,5.74,12.34,154.08,81.01,6.23,37.53,614.38,0.79,79.97,,,,,,
,,,32.6,14.52,5.63,10.51,129.57,80.95,6.87,38.3,485.2,0.75,91.31,,,,,,
,,,32.62,18.55,5.85,12.23,159.92,89.78,7.06,55.23,537.61,0.7,78.33,,,,,,
,,,32.63,20.19,7.34,7.86,144.72,76.84,8.05,36.26,614.18,0.73,88.13,,,,,,
,,,32.65,14.9,4.71,9.96,201.61,69.16,7.24,30.89,475.77,0.68,76.25,,,,,,
,,,32.67,19.79,6.39,8.89,157.09,65.55,6.23,36.22,530.69,0.89,82.05,,,,,,
,,,32.68,16.71,5.06,8.8,153.28,69.55,6.65,29.72,435.48,0.78,64.42,,,,,,
,,,32.7,18.47,7.04,8.6,173.82,74.86,8.93,31.01,444.09,0.91,102.6,,,,,,
,,,32.72,19.72,5.21,11.17,144.3,80.89,7.03,34.02,593.5,0.8,94.12,,,,,,
,,,32.73,20.92,4.35,10.96,168.24,72.08,7.68,35.2,582.46,0.94,62.67,,,,,,
,,,32.75,21.56,4.86,10.84,140.56,80.54,7.37,32.22,662.21,1.02,69.83,,,,,,
,,,32.77,20.81,7.0,11.12,181.43,76.59,9.25,38.06,541.15,0.87,85.4,,,,,,
,,,32.78,17.19,7.04,10.42,114.91,76.72,5.34,39.26,508.72,0.75,87.6,,,,,,
,,,32.8,19.59,5.91,11.32,184.93,68.41,6.96,30.79,523.56,0.88,83.64,,,,,,
,,,32.82,23.12,6.82,13.8,115.49,76.41,8.81,35.24,678.78,1.01,70.89,,,,,,
,,,32.83,19.6,5.42,9.73,190.53,72.35,6.03,21.44,619.65,0.56,86.49,,,,,,
,,,32.85,17.5,5.23,9.44,151.42,83.43,5.93,36.97,371.89,0.95,77.23,,,,,,
,,,32.87,28.0,8.09,10.57,198.42,85.72,6.87,35.46,456.53,0.91,95.39,,,,,,
,,,32.88,14.66,6.89,14.24,148.48,94.03,5.74,39.93,445.11,0.89,81.13,,,,,,
,,,32.9,18.48,5.5,9.02,114.89,85.0,7.96,28.12,504.57,0.98,75.54,,,,,,
,,,32.92,25.14,7.32,9.09,166.45,87.71,8.22,39.02,516.29,1.09,63.61,,,,,,
,,,32.93,20.93,5.94,9.69,211.29,86.46,5.97,36.9,523.25,0.9,89.88,,,,,,
,,,32.95,19.7,5.9,10.73,179.44,72.61,7.09,32.21,418.36,0.92,82.96,,,,,,
,,,32.97,21.9,6.31,13.35,171.49,77.35,6.82,43.4,442.81,0.9,76.99,,,,,,
,,,32.98,24.15,7.61,11.94,125.39,81.04,5.56,33.98,490.64,0.66,80.91,,,,,,
,,,33.0,18.4,7.09,12.67,160.49,92.75,8.08,39.33,555.89,0.84,75.99,,,,,,
,,,33.02,18.21,5.6,12.13,202.16,66.99,8.34,34.17,569.98,0.73,79.89,,,,,,
,,,33.03,21.17,5.56,10.54,169.94,93.47,8.28,37.55,522.26,0.85,81.49,,,,,,
,,,33.05,18.25,4.88,11.56,166.56,75.97,6.7,36.76,441.92,0.61,92.19,,,,,,
,,,33.07,22.78,5.86,10.91,163.51,80.83,6.67,33.89,619.85,0.72,68.04,,,,,,
,,,33.08,16.29,5.42,10.7,131.19,65.84,7.43,43.58,552.32,0.81,76.96,,,,,,
,,,33.1,15.24,6.94,7.88,179.73,77.18,6.32,29.42,469.32,0.9,90.36,,,,,,
,,,33.12,22.25,6.61,12.18,154.58,75.16,7.65,39.95,521.53,0.72,58.34,,,,,,
,,,33.13,23.11,7.28,9.64,161.24,65.4,6.32,47.94,381.48,0.78,84.78,,,,,,
,,,33.15,13.77,6.03,13.29,146.92,77.63,6.67,33.96,634.28,0.96,85.53,,,,,,
,,,33.17,19.77,7.52,11.29,134.38,84.08,7.96,30.67,622.0,0.74,93.2,,,,,,
,,,33.18,20.32,6.86,9.76,162.4,73.53,6.82,44.23,504.04,0.79,69.54,,,,,,
,,,33.2,19.53,5.97,11.93,130.75,87.15,5.22,36.67,521.63,0.86,87.66,,,,,,
,,,33.22,23.63,5.32,10.79,135.52,68.86,6.11,40.65,571.67,0.82,72.25,,,,,,
,,,33.23,19.03,6.61,9.25,141.61,80.46,6.9,38.88,466.99,0.81,83.1,,,,,,
,,,33.25,20.15,5.87,8.64,174.63,80.09,7.46,36.68,513.97,0.7,83.95,,,,,,
,,,33.27,18.42,6.67,11.26,145.31,68.2,5.3,29.29,404.74,0.79,70.81,,,,,,
,,,33.28,19.95,5.71,12.54,139.73,76.96,5.89,29.4,468.06,0.72,77.44,,,,,,
,,,33.3,23.95,6.24,12.13,171.8,81.24,7.15,35.29,442.13,0.8,84.77,,,,,,
,,,33.32,20.36,5.71,11.66,152.53,70.21,7.09,36.27,378.03,0.77,67.48,,,,,,
,,,33.33,23.59,5.42,12.97,158.99,99.92,8.15,26.67,476.31,0.71,68.69,,,,,,
,,,33.35,22.15,5.9,10.61,176.43,82.04,7.74,48.53,457.3,1.06,75.87,,,,,,
,,,33.37,22.32,5.79,10.71,173.9,76.39,7.35,36.78,602.87,0.93,89.07,,,,,,
,,,33.38,24.44,5.93,10.78,123.01,81.08,7.21,41.95,459.8,0.73,80.14,,,,,,
,,,33.4,21.19,6.26,11.67,116.5,82.98,8.31,37.99,511.17,0.86,65.02,,,,,,
,,,33.42,15.76,5.81,11.47,149.18,89.36,6.98,43.26,509.37,0.96,88.74,,,,,,
,,,33.43,21.33,6.33,12.59,134.29,82.2,7.92,32.55,503.16,0.69,85.68,,,,,,
,,,33.45,23.25,6.4,11.01,197.45,94.83,6.25,29.07,453.74,0.94,78.64,,,,,,
,,,33.47,21.88,7.45,10.94,156.14,89.41,6.99,41.87,482.41,1.21,90.05,,,,,,
,,,33.48,21.55,6.78,10.05,187.07,63.8,6.26,38.86,492.8,0.74,105.96,,,,,,
,,,33.5,28.95,5.83,8.03,165.98,87.99,6.87,38.86,448.94,0.8,96.21,,,,,,
,,,33.52,22.63,5.49,10.0,186.3,77.74,8.54,39.99,528.88,0.91,81.35,,,,,,
,,,33.53,17.19,6.14,13.23,156.0,82.6,7.01,36.88,393.48,1.23,79.32,,,,,,
,,,33.55,19.58,6.48,12.49,163.53,98.34,8.0,32.85,388.56,0.6,92.39,,,,,,
,,,33.57,20.5,6.18,9.97,168.06,82.2,7.39,37.68,565.94,0.7,69.42,,,,,,
,,,33.58,12.47,6.09,13.1,181.49,68.46,5.95,37.53,543.92,0.77,87.17,,,,,,
,,,33.6,14.63,6.58,9.39,193.71,77.08,6.63,38.56,621.18,0.9,78.64,,,,,,
,,,33.62,16.69,5.09,11.32,134.03,61.71,7.85,43.42,484.99,0.83,83.92,,,,,,
,,,33.63,16.52,6.62,12.79,191.81,72.95,6.58,37.77,546.17,0.86,91.55,,,,,,
,,,33.65,21.9,6.85,12.42,162.06,82.81,8.51,32.13,483.9,0.98,76.32,,,,,,
,,,33.67,20.62,6.07,12.68,159.62,88.61,6.55,37.05,434.55,0.82,73.85,,,,,,
,,,33.68,17.73,7.28,12.4,168.9,88.19,5.82,38.32,415.23,1.12,85.02,,,,,,
,,,33.7,18.17,8.22,13.52,136.45,79.99,6.94,42.89,559.42,1.08,78.21,,,,,,
,,,33.72,14.91,7.28,10.14,150.93,85.02,6.53,33.91,504.93,0.77,76.73,,,,,,
,,,33.73,14.95,6.34,12.05,149.66,87.67,6.73,26.15,595.21,0.95,78.68,,,,,,
,,,33.75,14.61,5.93,11.4,169.09,66.62,8.1,42.03,368.22,0.75,70.99,,,,,,
,,,33.77,24.3,6.33,12.23,145.71,87.6,6.17,43.03,554.92,0.91,76.66,,,,,,
,,,33.78,16.16,6.87,12.69,167.11,67.63,5.8,27.74,536.19,0.93,92.62,,,,,,
,,,33.8,16.84,6.69,13.0,152.85,79.89,8.82,35.49,603.01,1.0,68.36,,,,,,
,,,33.82,23.29,7.11,13.21,154.53,67.78,7.13,41.3,518.1,0.73,83.19,,,,,,
,,,33.83,24.12,6.95,9.62,178.23,82.85,7.7,43.42,658.29,0.76,92.25,,,,,,
,,,33.85,21.19,6.15,12.36,127.12,63.46,7.98,41.98,611.17,0.82,82.55,,,,,,
,,,33.87,18.2,6.38,8.88,169.57,83.21,7.55,31.66,597.77,0.82,77.01,,,,,,
,,,33.88,16.91,7.18,8.79,224.49,88.69,8.09,41.83,428.59,1.06,71.09,,,,,,
,,,33.9,21.36,5.84,9.81,150.63,62.71,5.6,39.4,564.52,0.79,71.43,,,,,,
,,,33.92,16.36,5.27,11.04,159.46,71.14,7.6,42.72,508.2,0.99,93.81,,,,,,
,,,33.93,16.6,7.48,11.75,159.61,97.23,9.68,41.0,674.84,0.76,87.6,,,,,,
,,,33.95,20.66,7.46,10.5,139.73,71.05,5.79,40.64,584.06,0.93,94.44,,,,,,
,,,33.97,16.34,7.37,13.65,184.61,86.31,5.11,47.31,393.73,0.85,83.98,,,,,,
,,,33.98,21.35,6.05,16.64,137.48,91.7,6.13,34.09,632.34,1.02,78.74,,,,,,
,,,34.0,19.27,5.53,10.72,143.23,74.96,5.59,36.31,646.47,0.98,73.88,,,,,,
,,,34.02,17.96,6.79,10.78,188.78,86.04,6.85,40.01,496.35,0.98,54.44,,,,,,
,,,34.03,14.96,6.24,11.91,158.25,74.39,7.15,45.39,539.63,1.08,68.41,,,,,,
,,,34.05,17.01,5.1,10.71,138.96,79.53,6.87,36.38,530.71,1.08,94.73,,,,,,
,,,34.07,21.17,6.43,12.27,139.27,80.55,7.14,41.71,501.92,0.97,71.47,,,,,,
,,,34.08,17.54,5.2,9.44,176.47,81.33,8.15,29.45,523.12,0.88,58.12,,,,,,
,,,34.1,15.01,4.87,10.25,138.26,87.78,5.6,33.09,665.71,0.89,97.47,,,,,,
,,,34.12,19.53,6.74,9.34,196.11,74.44,8.2,27.72,525.58,0.9,102.8,,,,,,
,,,34.13,13.73,6.61,10.51,203.99,82.86,6.02,30.52,496.35,0.85,75.81,,,,,,
,,,34.15,22.46,5.73,11.89,144.48,68.8,5.75,35.93,513.64,0.89,87.33,,,,,,
,,,34.17,16.97,5.7,13.7,163.0,93.31,6.93,36.47,569.11,0.71,74.98,,,,,,
,,,34.18,16.67,7.69,10.38,165.67,74.32,8.47,43.9,643.38,0.69,64.66,,,,,,
,,,34.2,17.35,8.49,10.28,180.64,73.22,7.26,36.49,522.61,0.8,87.43,,,,,,
,,,34.22,17.71,6.9,12.03,168.3,66.95,5.96,28.72,549.96,0.94,68.45,,,,,,
,,,34.23,16.49,7.3,11.4,188.79,71.8,7.72,37.83,547.73,0.97,76.76,,,,,,
,,,34.25,21.97,5.96,14.07,129.86,83.05,5.77,32.51,458.05,1.09,87.03,,,,,,
,,,34.27,16.0,7.47,12.61,122.98,73.51,6.61,33.63,555.95,0.9,97.59,,,,,,
,,,34.28,20.61,6.37,12.23,178.61,88.1,9.09,46.14,609.5,0.96,75.27,,,,,,
,,,34.3,23.66,7.85,10.56,163.63,70.87,5.94,32.61,633.35,0.83,66.16,,,,,,
,,,34.32,21.35,6.53,14.69,140.8,75.43,7.18,39.23,491.96,0.88,62.96,,,,,,
,,,34.33,16.86,7.03,14.69,134.96,60.04,6.62,35.94,560.29,0.83,85.22,,,,,,
,,,34.35,19.13,6.3,15.26,150.32,58.77,6.85,36.13,419.68,0.91,95.65,,,,,,
,,,34.37,17.01,6.88,14.85,108.64,76.25,6.21,30.14,574.21,1.19,83.22,,,,,,
,,,34.38,18.2,6.85,14.95,165.62,76.84,8.68,40.42,415.69,0.79,62.25,,,,,,
,,,34.4,23.66,6.11,11.78,136.15,80.68,6.96,30.1,481.0,0.89,60.89,,,,,,
,,,34.42,21.61,6.6,12.5,122.77,73.35,5.67,45.94,471.08,1.06,82.39,,,,,,
,,,34.43,18.73,8.0,11.59,143.58,68.53,7.94,34.7,452.99,0.96,82.22,,,,,,
,,,34.45,21.24,7.96,13.4,156.2,75.15,8.23,40.31,481.59,0.99,74.61,,,,,,
,,,34.47,22.15,5.49,13.34,137.91,78.9,6.94,34.68,607.43,1.04,72.08,,,,,,
,,,34.48,20.26,5.89,11.77,145.81,79.92,5.72,45.57,389.24,0.83,74.85,,,,,,
,,,34.5,17.58,7.12,11.82,157.9,79.75,7.75,33.82,601.15,0.92,66.82,,,,,,
,,,34.52,17.6,7.2,12.55,162.19,81.3,7.85,39.96,557.58,0.78,88.81,,,,,,
,,,34.53,17.0,6.06,10.94,157.2,89.3,7.15,32.45,527.1,0.9,70.49,,,,,,
,,,34.55,19.13,6.31,14.46,125.87,82.46,5.45,37.42,548.57,0.82,95.02,,,,,,
,,,34.57,19.5,5.29,10.45,139.19,70.6,6.93,35.39,492.85,0.82,85.17,,,,,,
,,,34.58,14.32,7.19,11.04,119.83,65.28,7.62,29.26,530.17,0.97,95.01,,,,,,
,,,34.6,17.55,7.39,10.81,147.72,80.72,6.5,38.53,641.46,0.98,68.7,,,,,,
,,,34.62,17.85,5.95,10.37,149.05,89.62,9.25,41.06,441.57,1.21,66.5,,,,,,
,,,34.63,16.72,7.41,16.03,133.92,77.22,7.06,25.83,425.65,0.96,110.08,,,,,,
,,,34.65,15.71,7.09,13.53,139.92,79.17,7.06,33.93,488.97,1.09,70.92,,,,,,
,,,34.67,21.93,7.64,12.7,157.31,73.31,8.26,41.36,574.59,0.7,77.13,,,,,,
,,,34.68,19.82,7.67,13.19,170.54,77.01,8.33,27.94,458.16,0.98,99.54,,,,,,
,,,34.7,17.24,7.08,11.5,182.09,87.38,7.26,37.67,521.96,1.26,84.11,,,,,,
,,,34.72,20.72,5.86,12.97,151.69,68.3,5.82,44.87,511.68,0.9,82.97,,,,,,
,,,34.73,15.38,7.33,12.88,186.92,59.27,8.23,41.96,542.51,1.06,100.42,,,,,,
,,,34.75,16.32,7.69,10.45,142.23,78.6,9.31,42.39,512.29,0.93,77.74,,,,,,
,,,34.77,19.58,8.46,13.51,161.08,102.49,8.34,32.57,633.77,0.81,85.82,,,,,,
,,,34.78,17.91,6.93,15.0,149.03,66.42,7.01,33.89,589.46,0.91,75.04,,,,,,
,,,34.8,16.43,6.48,9.66,185.93,73.94,6.75,30.78,526.61,1.12,67.84,,,,,,
,,,34.82,18.32,4.89,11.76,132.75,74.19,7.85,42.34,594.82,1.19,70.22,,,,,,
,,,34.83,17.93,8.78,9.38,144.38,85.86,8.75,42.27,568.43,0.87,68.62,,,,,,
,,,34.85,22.72,6.96,8.54,124.6,78.99,6.67,40.96,636.73,0.72,74.3,,,,,,
,,,34.87,17.79,7.47,11.87,167.23,92.36,6.87,39.31,367.11,1.04,84.52,,,,,,
,,,34.88,15.08,4.83,14.11,166.47,69.95,7.0,35.68,491.36,1.1,60.1,,,,,,
,,,34.9,23.63,7.6,13.21,195.27,73.69,4.79,32.81,563.98,1.13,77.76,,,,,,
,,,34.92,18.0,5.71,13.97,155.47,90.21,6.69,41.14,569.68,0.54,89.28,,,,,,
,,,34.93,20.94,6.73,13.01,180.27,76.74,5.85,38.99,598.43,0.74,59.38,,,,,,
,,,34.95,16.85,8.05,9.49,143.36,97.72,6.55,35.55,638.93,0.73,80.72,,,,,,
,,,34.97,24.3,5.84,9.86,144.17,59.43,5.69,34.25,488.66,1.06,88.06,,,,,,
,,,34.98,18.79,8.37,13.65,190.23,87.6,5.96,35.33,433.84,1.11,61.48,,,,,,
,,,35.0,19.16,7.09,12.04,130.52,85.54,6.77,43.69,493.17,0.99,85.62,,,,,,
,,,35.02,17.97,8.2,11.38,171.24,94.16,5.51,28.27,573.85,0.88,84.24,,,,,,
,,,35.03,15.73,6.21,12.95,172.99,56.67,7.83,33.04,586.66,0.98,78.27,,,,,,
,,,35.05,20.51,6.7,13.69,134.76,75.56,7.07,37.48,441.61,1.13,83.24,,,,,,
,,,35.07,21.28,6.98,14.9,161.11,77.51,8.5,39.78,495.71,1.05,88.19,,,,,,
,,,35.08,20.02,6.35,15.81,148.06,91.11,8.62,38.99,457.59,1.07,79.49,,,,,,
,,,35.1,23.59,6.21,10.4,138.33,86.87,7.74,33.44,504.31,0.94,78.5,,,,,,
,,,35.12,20.12,6.21,12.95,142.74,74.53,8.63,35.38,463.07,1.08,87.25,,,,,,
,,,35.13,19.69,7.93,12.54,148.72,76.53,7.78,35.51,633.69,1.04,100.25,,,,,,
,,,35.15,18.77,8.1,14.09,140.51,77.71,7.4,40.48,446.08,0.74,68.74,,,,,,
,,,35.17,16.81,7.01,12.19,197.17,99.14,5.66,34.3,481.22,1.05,94.03,,,,,,
,,,35.18,18.62,5.47,11.8,176.64,89.35,8.43,37.47,531.23,1.14,76.68,,,,,,
,,,35.2,17.33,9.3,15.55,195.73,71.88,5.73,42.33,549.6,1.03,91.38,,,,,,
,,,35.22,21.5,8.15,11.52,167.79,90.19,5.31,41.14,513.31,0.98,98.51,,,,,,
,,,35.23,22.76,7.0,14.36,138.66,68.65,7.11,40.64,606.29,0.75,109.99,,,,,,
,,,35.25,18.17,6.83,8.71,162.47,99.31,8.77,30.32,495.63,1.05,101.68,,,,,,
,,,35.27,16.63,9.01,16.38,186.06,103.2,7.57,37.22,505.4,0.91,93.27,,,,,,
,,,35.28,22.35,5.85,11.96,157.37,77.26,7.86,41.3,466.63,1.02,64.75,,,,,,
,,,35.3,18.27,6.6,13.33,138.65,96.73,6.55,44.24,399.14,0.95,90.38,,,,,,
,,,35.32,21.06,10.37,14.32,177.19,83.94,7.86,46.1,546.67,0.98,89.45,,,,,,
,,,35.33,23.53,7.05,9.68,152.79,91.31,6.44,35.07,566.52,1.3,85.54,,,,,,
,,,35.35,18.07,8.32,12.88,156.32,60.56,5.71,35.28,555.05,0.77,97.08,,,,,,
,,,35.37,18.55,8.48,11.35,173.6,79.93,7.48,37.65,468.39,0.88,86.04,,,,,,
,,,35.38,20.57,7.55,12.29,166.75,87.5,7.6,42.16,528.42,1.16,110.07,,,,,,
,,,35.4,16.45,6.31,19.18,149.21,69.12,5.85,39.96,439.13,0.82,91.78,,,,,,
,,,35.42,14.75,6.16,12.99,156.41,97.04,6.03,35.81,489.84,1.19,76.49,,,,,,
,,,35.43,17.24,7.25,13.69,163.99,97.46,6.42,29.89,480.26,1.23,79.23,,,,,,
,,,35.45,17.58,7.36,12.53,178.91,79.21,6.0,44.4,486.23,1.19,82.35,,,,,,
,,,35.47,17.88,6.31,12.92,155.87,114.6,7.98,30.85,540.92,0.92,74.46,,,,,,
,,,35.48,15.95,5.43,17.17,164.3,76.61,8.17,40.92,409.12,1.07,60.49,,,,,,
,,,35.5,21.02,6.67,12.04,130.93,94.84,6.67,37.3,594.48,0.98,86.08,,,,,,
,,,35.52,16.38,6.93,13.41,179.36,69.82,8.29,32.86,493.6,0.98,77.51,,,,,,
,,,35.53,18.87,7.78,9.19,156.28,80.35,8.33,40.37,522.14,0.82,61.35,,,,,,
,,,35.55,12.24,6.13,12.0,188.34,69.41,6.12,37.58,598.35,1.06,79.75,,,,,,
,,,35.57,15.42,8.74,13.63,141.12,62.21,6.57,34.62,500.69,1.14,90.74,,,,,,
,,,35.58,15.3,4.86,12.51,170.39,69.8,6.94,36.8,569.56,0.8,87.89,,,,,,
,,,35.6,20.15,8.4,15.61,153.95,83.61,5.47,50.53,464.27,1.06,91.25,,,,,,
,,,35.62,17.97,5.29,11.83,209.27,89.71,6.43,43.92,473.28,0.99,68.68,,,,,,
,,,35.63,14.02,6.61,13.29,155.38,69.32,6.68,30.56,585.78,1.07,82.45,,,,,,
,,,35.65,21.88,6.4,10.03,170.17,87.87,8.62,45.4,438.24,1.09,87.55,,,,,,
,,,35.67,15.86,6.03,12.65,166.07,68.71,6.03,40.55,564.8,0.93,79.97,,,,,,
,,,35.68,21.07,8.91,12.24,172.16,100.23,6.67,33.89,577.65,1.29,103.59,,,,,,
,,,35.7,19.23,7.7,11.3,139.5,103.85,6.76,36.73,712.21,1.0,93.82,,,,,,
,,,35.72,15.53,5.96,11.13,165.46,66.29,6.72,40.26,370.56,1.17,63.7,,,,,,
,,,35.73,14.77,7.51,13.96,180.51,110.76,5.39,29.22,578.89,1.26,66.17,,,,,,
,,,35.75,20.21,7.82,14.19,160.95,84.03,5.85,49.83,433.59,1.26,89.97,,,,,,
,,,35.77,18.86,7.34,15.55,186.57,83.67,6.05,42.09,501.37,0.92,79.62,,,,,,
,,,35.78,15.94,6.05,15.6,156.0,72.99,7.42,40.83,501.95,0.93,83.58,,,,,,
,,,35.8,22.83,8.62,13.55,164.57,69.26,7.33,44.19,475.06,0.92,70.09,,,,,,
,,,35.82,18.75,6.61,14.64,142.96,93.44,6.71,38.86,544.76,1.15,101.74,,,,,,
,,,35.83,21.2,6.87,12.99,177.96,72.44,6.49,44.5,488.11,1.0,79.86,,,,,,
,,,35.85,24.59,6.55,11.78,193.44,73.08,6.42,29.72,596.53,1.43,62.34,,,,,,
,,,35.87,17.06,7.7,11.83,178.71,69.73,8.1,33.23,557.31,0.93,88.59,,,,,,
,,,35.88,17.41,6.44,14.09,134.88,101.13,7.13,35.2,489.81,0.96,82.73,,,,,,
,,,35.9,20.73,7.55,11.63,173.19,80.15,7.51,31.56,552.61,0.99,65.32,,,,,,
,,,35.92,18.87,7.79,10.11,133.7,72.01,8.42,42.68,592.98,1.08,79.03,,,,,,
,,,35.93,16.46,6.07,13.47,203.1,79.17,6.3,33.6,462.82,0.9,76.4,,,,,,
,,,35.95,19.58,6.77,16.76,156.13,69.64,6.76,43.82,689.88,1.21,76.88,,,,,,
,,,35.97,18.15,6.85,13.56,180.17,91.15,6.62,30.12,605.06,1.08,98.26,,,,,,
