Time (h),OD 600,Product (kg),Time (h),DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h),Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,36.33,19.22,7.57,13.3,161.25,79.59,6.55,36.99,519.84,1.05,81.98,,,,,,
,,,36.35,20.71,7.57,13.3,161.28,79.6,6.96,37,519.48,1.05,81.99,,,,,,
,,,36.37,20.63,7.57,13.3,161.3,79.6,6.69,37,519.58,1.05,81.99,,,,,,
,,,36.38,19.03,7.59,13.34,161.33,79.6,7.36,37,520.2,1.05,81.99,,,,,,
,,,36.4,19.56,7.62,13.4,161.35,79.63,6.72,36.99,519.62,1.05,82.02,,,,,,
,,,36.42,20.49,7.62,13.4,161.38,79.7,6.69,37,519.49,1.05,82.09,,,,,,
,,,36.43,21.01,7.62,13.4,161.4,79.7,6.67,37,519.76,1.05,82.09,,,,,,
,,,36.45,20.69,7.62,13.4,161.43,79.7,7.19,37.02,520.17,1.05,82.09,,,,,,
,,,36.47,19.78,7.62,13.4,161.45,79.7,6.58,37.02,519.63,1.05,82.09,,,,,,
,,,36.48,20.86,7.62,13.4,161.48,79.7,6.85,37.01,519.46,1.05,82.09,,,,,,
,,,36.5,19.24,7.67,13.49,161.5,79.7,6.59,37.01,519.73,1.05,82.09,,,,,,
,,,36.52,19.05,7.67,13.5,161.53,79.8,7.6,37.01,519.47,1.06,82.19,,,,,,
,,,36.53,19.06,7.67,13.5,161.55,79.81,7.01,37.04,519.78,1.06,82.2,,,,,,
,,,36.55,17.58,7.67,13.5,161.58,79.81,6.64,37.02,519.96,1.06,82.2,,,,,,
,,,36.57,17.13,7.67,13.5,161.6,79.81,6.85,36.99,519.96,1.06,82.2,,,,,,
,,,36.58,19.07,7.67,13.5,161.63,79.81,7.02,36.99,519.56,1.06,82.2,,,,,,
,,,36.6,18.64,7.69,13.53,161.65,79.81,6.37,36.98,520.17,1.06,82.2,,,,,,
,,,36.62,17.96,7.72,13.6,161.68,79.84,6.4,36.99,519.77,1.06,82.24,,,,,,
,,,36.63,18.39,7.72,13.6,161.7,79.91,7.13,36.99,520.1,1.06,82.31,,,,,,
,,,36.65,18.87,7.72,13.6,161.73,79.91,6.96,36.98,520.18,1.06,82.31,,,,,,
,,,36.67,17.72,7.72,13.6,161.75,79.91,6.46,36.99,519.97,1.06,82.31,,,,,,
,,,36.68,19,7.72,13.6,161.78,79.91,6.76,37.01,519.96,1.07,82.31,,,,,,
,,,36.7,19.51,7.72,13.6,161.8,79.92,6.83,36.99,520.22,1.07,82.32,,,,,,
,,,36.72,19.16,7.77,13.69,161.83,79.92,7.01,36.99,519.45,1.07,82.32,,,,,,
,,,36.73,18.69,7.77,13.7,161.85,80.01,6.74,37,519.78,1.07,82.41,,,,,,
,,,36.75,20.05,7.77,13.7,161.88,80.02,6.51,37,519.57,1.07,82.42,,,,,,
,,,36.77,20.42,7.77,13.7,161.9,80.02,7.08,36.99,520.16,1.07,82.42,,,,,,
,,,36.78,19.5,7.77,13.7,161.93,80.02,6.97,37,519.86,1.07,82.42,,,,,,
,,,36.8,20.1,7.77,13.7,161.95,80.02,6.74,37,519.84,1.07,82.42,,,,,,
,,,36.82,20.57,7.79,13.74,161.98,80.02,7.29,37,519.9,1.07,82.42,,,,,,
,,,36.83,18.02,7.82,13.8,162,80.06,7.04,37,520.22,1.07,82.46,,,,,,
,,,36.85,21.4,7.82,13.8,162.03,80.12,6.55,37.01,520.17,1.08,82.52,,,,,,
,,,36.87,21.13,7.82,13.8,162.05,80.13,6.78,37.01,520.19,1.08,82.53,,,,,,
,,,36.88,20.16,7.82,13.8,162.08,80.13,6.67,37.01,519.89,1.08,82.53,,,,,,
,,,36.9,19.49,7.82,13.8,162.1,80.13,6.71,37,520.11,1.08,82.53,,,,,,
,,,36.92,21.97,7.82,13.8,162.13,80.13,7.62,36.99,519.4,1.08,82.53,,,,,,
,,,36.93,19.31,7.87,13.9,162.15,80.13,6.52,36.99,519.49,1.08,82.53,,,,,,
,,,36.95,21.58,7.87,13.9,162.18,80.23,7.28,36.99,519.49,1.08,82.64,,,,,,
,,,36.97,21.14,7.87,13.9,162.2,80.23,6.99,37,519.69,1.08,82.64,,,,,,
,,,36.98,22.45,7.87,13.9,162.23,80.23,7.26,37,519.61,1.08,82.64,,,,,,
,,,37,21.98,7.87,13.9,162.25,80.23,6.77,37.01,520.31,1.08,82.64,,,,,,
,,,37.02,19.88,7.87,13.9,162.28,80.23,6.61,37,520.09,1.08,82.64,,,,,,
,,,37.03,18.72,7.91,13.97,162.3,80.23,6.54,36.99,520.17,1.09,82.64,,,,,,
,,,37.05,19.09,7.92,14,162.33,80.3,6.52,37,519.92,1.09,82.71,,,,,,
,,,37.07,21.78,7.92,14,162.35,80.34,7.49,37,519.33,1.09,82.75,,,,,,
,,,37.08,20.7,7.92,14,162.38,80.34,6.59,37,519.82,1.09,82.75,,,,,,
,,,37.1,19.89,7.92,14,162.4,80.34,7.12,37.01,520.04,1.09,82.75,,,,,,
,,,37.12,19.62,7.92,14,162.43,80.34,7.42,37.02,519.48,1.09,82.75,,,,,,
,,,37.13,21.16,7.94,14.04,162.45,80.34,7.05,36.99,519.62,1.09,82.75,,,,,,
,,,37.15,19.6,7.97,14.1,162.48,80.38,6.85,36.99,519.42,1.09,82.79,,,,,,
,,,37.17,20.74,7.97,14.1,162.5,80.44,7.03,36.99,519.62,1.09,82.85,,,,,,
,,,37.18,20.04,7.97,14.1,162.53,80.44,6.98,37,519.88,1.09,82.85,,,,,,
,,,37.2,20.24,7.97,14.1,162.55,80.44,7.51,37,519.68,1.09,82.85,,,,,,
,,,37.22,19.97,7.97,14.1,162.58,80.44,6.56,36.99,520.02,1.1,82.85,,,,,,
,,,37.23,20.33,7.99,14.13,162.6,80.45,7.24,36.99,519.75,1.1,82.86,,,,,,
,,,37.25,19.74,8.02,14.2,162.63,80.48,6.7,37,519.6,1.1,82.89,,,,,,
,,,37.27,20.37,8.02,14.2,162.65,80.55,7.68,36.98,519.39,1.1,82.97,,,,,,
,,,37.28,19.98,8.02,14.2,162.68,80.55,7.26,36.99,520.19,1.1,82.97,,,,,,
,,,37.3,19.35,8.02,14.2,162.7,80.55,6.88,36.99,520.13,1.1,82.97,,,,,,
,,,37.32,22.19,8.02,14.2,162.73,80.55,6.57,37,520.28,1.1,82.97,,,,,,
,,,37.33,19.78,8.03,14.22,162.75,80.55,6.73,37.01,519.99,1.1,82.97,,,,,,
,,,37.35,20.9,8.07,14.3,162.78,80.57,7.19,37,520.06,1.1,82.99,,,,,,
,,,37.37,19.51,8.07,14.3,162.8,80.65,6.98,37,519.55,1.1,83.07,,,,,,
,,,37.38,20.28,8.07,14.3,162.83,80.65,7.03,37.01,520.22,1.11,83.07,,,,,,
,,,37.4,18.94,8.07,14.3,162.85,80.66,6.85,37,519.94,1.11,83.08,,,,,,
,,,37.42,20.8,8.07,14.3,162.88,80.66,6.81,37.01,519.99,1.11,83.08,,,,,,
,,,37.43,19.42,8.07,14.3,162.9,80.66,7.46,37.01,519.75,1.11,83.08,,,,,,
,,,37.45,20.27,8.12,14.4,162.93,80.66,6.94,36.99,519.92,1.11,83.08,,,,,,
,,,37.47,20.67,8.12,14.4,162.95,80.76,7.34,37,519.59,1.11,83.18,,,,,,
,,,37.48,20.45,8.12,14.4,162.98,80.76,7.06,37,519.8,1.11,83.18,,,,,,
,,,37.5,18.9,8.12,14.4,163,80.76,7.42,36.99,519.45,1.11,83.18,,,,,,
,,,37.52,20.15,8.12,14.4,163.03,80.76,6.25,37,519.71,1.11,83.18,,,,,,
,,,37.53,18.65,8.12,14.4,163.05,80.76,6.69,37.02,520.04,1.11,83.18,,,,,,
,,,37.55,18.69,8.17,14.5,163.08,80.76,6.76,37,519.88,1.11,83.18,,,,,,
,,,37.57,18.01,8.17,14.5,163.1,80.86,7.1,36.98,519.78,1.12,83.29,,,,,,
,,,37.58,17.26,8.17,14.5,163.13,80.87,6.92,36.99,520.14,1.12,83.3,,,,,,
,,,37.6,17.87,8.17,14.5,163.15,80.87,7.29,37,519.75,1.12,83.3,,,,,,
,,,37.62,17.64,8.17,14.5,163.18,80.87,6.88,37,519.36,1.12,83.3,,,,,,
,,,37.63,17.95,8.17,14.5,163.2,80.87,6.08,37,519.99,1.12,83.3,,,,,,
,,,37.65,17.54,8.21,14.58,163.23,80.87,6.79,36.99,519.59,1.12,83.3,,,,,,
,,,37.67,19.08,8.22,14.6,163.25,80.96,6.95,37,519.66,1.12,83.39,,,,,,
,,,37.68,18.83,8.22,14.6,163.28,80.97,6.6,36.99,519.7,1.12,83.4,,,,,,
,,,37.7,17.68,8.22,14.6,163.3,80.97,6.64,37,519.68,1.12,83.4,,,,,,
,,,37.72,19.15,8.22,14.6,163.33,80.97,7.16,37.01,520.29,1.12,83.4,,,,,,
,,,37.73,18.83,8.22,14.6,163.35,80.97,7.11,37,519.35,1.13,83.4,,,,,,
,,,37.75,19.29,8.27,14.69,163.38,80.98,7.04,37,519.82,1.13,83.41,,,,,,
,,,37.77,19.05,8.27,14.7,163.4,81.07,7.13,37.01,520.24,1.13,83.5,,,,,,
,,,37.78,19.35,8.27,14.7,163.43,81.08,6.75,37,519.34,1.13,83.51,,,,,,
,,,37.8,18.89,8.27,14.7,163.45,81.08,7.38,37,519.79,1.13,83.51,,,,,,
,,,37.82,18.96,8.27,14.7,163.48,81.08,6.55,37.01,519.93,1.13,83.51,,,,,,
,,,37.83,19.26,8.27,14.7,163.5,81.08,7.59,37.01,520.2,1.13,83.51,,,,,,
,,,37.85,20.18,8.31,14.77,163.53,81.08,6.73,37.01,519.66,1.13,83.51,,,,,,
,,,37.87,18.89,8.32,14.8,163.55,81.15,6.89,36.99,519.38,1.13,83.58,,,,,,
,,,37.88,18.65,8.32,14.8,163.58,81.18,6.94,37,519.74,1.13,83.62,,,,,,
,,,37.9,18.66,8.32,14.8,163.6,81.18,6.7,37,520.08,1.13,83.62,,,,,,
,,,37.92,18.9,8.32,14.8,163.63,81.18,7.57,36.98,520.21,1.14,83.62,,,,,,
,,,37.93,17.89,8.32,14.8,163.65,81.19,7.3,36.98,520.17,1.14,83.63,,,,,,
,,,37.95,20.46,8.35,14.86,163.68,81.19,7.3,36.98,519.33,1.14,83.63,,,,,,
,,,37.97,19.39,8.37,14.9,163.7,81.25,7.01,36.99,519.39,1.14,83.69,,,,,,
,,,37.98,19.18,8.37,14.9,163.73,81.29,7.08,37,520,1.14,83.73,,,,,,
,,,38,19.9,8.37,14.9,163.75,81.29,7.58,36.99,519.8,1.14,83.73,,,,,,
,,,38.02,19.62,8.37,14.9,163.78,81.29,7.72,37,520.15,1.14,83.73,,,,,,
,,,38.03,19.43,8.37,14.9,163.8,81.29,7.22,37,519.76,1.14,83.73,,,,,,
,,,38.05,19.89,8.41,14.97,163.83,81.29,7.12,36.99,519.95,1.14,83.73,,,,,,
,,,38.07,19.92,8.42,15,163.85,81.36,6.93,36.99,519.33,1.14,83.8,,,,,,
,,,38.08,19.71,8.42,15,163.88,81.39,6.66,37,519.9,1.14,83.83,,,,,,
,,,38.1,19.3,8.42,15,163.9,81.39,6.89,37.01,519.36,1.15,83.83,,,,,,
,,,38.12,20.58,8.42,15,163.93,81.4,7.37,37.01,520.08,1.15,83.84,,,,,,
,,,38.13,20.86,8.42,15,163.95,81.4,7.11,37,520.28,1.15,83.84,,,,,,
,,,38.15,19.32,8.46,15.07,163.98,81.4,6.8,37,519.4,1.15,83.84,,,,,,
,,,38.17,19.73,8.47,15.1,164,81.47,6.87,37,519.88,1.15,83.91,,,,,,
,,,38.18,18.67,8.47,15.1,164.03,81.5,6.72,37.01,520.07,1.15,83.95,,,,,,
,,,38.2,18.91,8.47,15.1,164.05,81.5,6.57,36.99,520.07,1.15,83.95,,,,,,
,,,38.22,18.71,8.47,15.1,164.08,81.5,7.14,36.98,520.17,1.15,83.95,,,,,,
,,,38.23,19.74,8.47,15.1,164.1,81.5,7.17,36.99,519.84,1.15,83.95,,,,,,
,,,38.25,20.46,8.52,15.19,164.13,81.5,7.53,36.99,519.66,1.15,83.95,,,,,,
,,,38.27,20.1,8.52,15.2,164.15,81.59,6.64,37,520.12,1.15,84.04,,,,,,
,,,38.28,18.78,8.52,15.2,164.18,81.6,7.05,37,519.5,1.16,84.05,,,,,,
,,,38.3,19.03,8.52,15.2,164.2,81.61,7.1,37,520.25,1.16,84.06,,,,,,
,,,38.32,20.38,8.52,15.2,164.23,81.61,6.78,37.01,520.16,1.16,84.06,,,,,,
,,,38.33,18.86,8.52,15.2,164.25,81.61,7,37,519.49,1.16,84.06,,,,,,
,,,38.35,20.32,8.57,15.29,164.28,81.61,7.38,37,519.43,1.16,84.06,,,,,,
,,,38.37,20.17,8.57,15.3,164.3,81.7,6.7,37,519.53,1.16,84.15,,,,,,
,,,38.38,19.41,8.57,15.3,164.33,81.71,7.46,37,520.02,1.16,84.16,,,,,,
,,,38.4,18.59,8.57,15.3,164.35,81.71,7.04,36.99,520.26,1.16,84.16,,,,,,
,,,38.42,18.48,8.57,15.3,164.38,81.71,7.58,36.99,519.93,1.16,84.16,,,,,,
,,,38.43,20.04,8.57,15.3,164.4,81.71,6.86,37,519.77,1.16,84.16,,,,,,
,,,38.45,20.05,8.62,15.39,164.43,81.71,7.38,37.01,519.75,1.16,84.16,,,,,,
,,,38.47,18.38,8.62,15.4,164.45,81.8,7.27,37,520.02,1.17,84.25,,,,,,
,,,38.48,18.11,8.62,15.4,164.48,81.82,6.89,37,519.71,1.17,84.27,,,,,,
,,,38.5,19.8,8.62,15.4,164.5,81.82,6.59,36.99,519.38,1.17,84.27,,,,,,
,,,38.52,18.65,8.62,15.4,164.53,81.82,6.98,36.99,519.92,1.17,84.27,,,,,,
,,,38.53,18.83,8.62,15.4,164.55,81.82,6.77,37.01,519.98,1.17,84.27,,,,,,
,,,38.55,18.82,8.66,15.48,164.58,81.82,7.19,36.99,520.24,1.17,84.27,,,,,,
,,,38.57,16.47,8.67,15.5,164.6,81.9,6.94,37,519.77,1.17,84.36,,,,,,
,,,38.58,16.41,8.67,15.5,164.63,81.92,6.97,37,520.19,1.17,84.38,,,,,,
,,,38.6,17.02,8.67,15.5,164.65,81.92,6.68,37,519.99,1.17,84.38,,,,,,
,,,38.62,17.01,8.67,15.5,164.68,81.92,6.89,37.02,519.8,1.17,84.38,,,,,,
,,,38.63,17.2,8.67,15.5,164.7,81.92,7.13,37,519.7,1.17,84.38,,,,,,
,,,38.65,17.64,8.72,15.59,164.73,81.92,6.66,37,519.67,1.18,84.38,,,,,,
,,,38.67,18.28,8.72,15.6,164.75,82.01,7.42,37,519.54,1.18,84.47,,,,,,
,,,38.68,18.45,8.72,15.6,164.78,82.03,7.18,36.99,520.09,1.18,84.49,,,,,,
,,,38.7,18.98,8.72,15.6,164.8,82.03,7.13,37,519.78,1.18,84.49,,,,,,
,,,38.72,17.57,8.72,15.6,164.83,82.03,6.61,37,520.25,1.18,84.49,,,,,,
,,,38.73,17.31,8.72,15.6,164.85,82.03,6.98,37,519.89,1.18,84.49,,,,,,
,,,38.75,18.05,8.75,15.66,164.88,82.03,6.53,37,519.85,1.18,84.49,,,,,,
,,,38.77,18.47,8.77,15.7,164.9,82.09,6.89,36.99,520.13,1.18,84.55,,,,,,
,,,38.78,18.26,8.77,15.7,164.93,82.13,6.97,37,519.63,1.18,84.59,,,,,,
,,,38.8,17.92,8.77,15.7,164.95,82.13,7.19,36.99,519.44,1.18,84.59,,,,,,
,,,38.82,18.86,8.77,15.7,164.98,82.13,6.73,37,519.4,1.18,84.59,,,,,,
,,,38.83,18.66,8.77,15.7,165,82.13,7.11,37.01,520.23,1.19,84.59,,,,,,
,,,38.85,19.26,8.8,15.75,165.03,82.14,7.43,37.01,519.56,1.19,84.6,,,,,,
,,,38.87,17.98,8.82,15.8,165.05,82.19,7.36,37,520.27,1.19,84.66,,,,,,
,,,38.88,17.24,8.82,15.8,165.08,82.24,6.63,37,520.3,1.19,84.71,,,,,,
,,,38.9,17.3,8.82,15.8,165.1,82.24,6.93,37.01,520.09,1.19,84.71,,,,,,
,,,38.92,18.8,8.82,15.8,165.13,82.24,6.97,37.01,519.64,1.19,84.71,,,,,,
,,,38.93,19.87,8.82,15.8,165.15,82.24,6.67,36.99,520.2,1.19,84.71,,,,,,
,,,38.95,19.01,8.83,15.82,165.18,82.24,6.87,36.99,520.25,1.19,84.71,,,,,,
,,,38.97,18.61,8.87,15.9,165.2,82.27,6.71,37,520.02,1.19,84.74,,,,,,
,,,38.98,19.13,8.87,15.9,165.23,82.34,6.69,36.99,519.89,1.19,84.81,,,,,,
,,,39,18.12,8.87,15.9,165.25,82.34,6.9,36.99,519.39,1.19,84.81,,,,,,
,,,39.02,18.06,8.87,15.9,165.28,82.34,6.99,36.99,519.45,1.2,84.81,,,,,,
,,,39.03,18.84,8.87,15.9,165.3,82.35,7.03,37,519.48,1.2,84.82,,,,,,
,,,39.05,18.43,8.89,15.93,165.33,82.35,7.13,37.01,519.55,1.2,84.82,,,,,,
,,,39.07,19.38,8.92,16,165.35,82.38,7.3,37.01,520.03,1.2,84.85,,,,,,
,,,39.08,19.13,8.92,16,165.38,82.45,7.1,37.01,520.21,1.2,84.92,,,,,,
,,,39.1,19.19,8.92,16,165.4,82.45,7.61,36.99,519.64,1.2,84.92,,,,,,
,,,39.12,18.65,8.92,16,165.43,82.45,6.45,37.01,519.87,1.2,84.92,,,,,,
,,,39.13,18.09,8.92,16,165.45,82.45,7.22,37.01,519.76,1.2,84.92,,,,,,
,,,39.15,17.99,8.94,16.03,165.48,82.45,6.74,36.99,519.54,1.2,84.92,,,,,,
,,,39.17,18.33,8.97,16.1,165.5,82.48,6.85,36.99,520.05,1.2,84.95,,,,,,
,,,39.18,17.98,8.97,16.1,165.53,82.55,6.9,37,520.3,1.2,85.03,,,,,,
,,,39.2,18.26,8.97,16.1,165.55,82.55,6.43,36.99,519.96,1.21,85.03,,,,,,
,,,39.22,19.32,8.97,16.1,165.58,82.56,6.73,37,520.23,1.21,85.04,,,,,,
,,,39.23,19.65,8.97,16.1,165.6,82.56,6.72,37,519.33,1.21,85.04,,,,,,
,,,39.25,19.33,8.99,16.14,165.63,82.56,7.94,36.98,520.09,1.21,85.04,,,,,,
,,,39.27,18.16,9.02,16.2,165.65,82.59,7.11,36.99,519.6,1.21,85.07,,,,,,
,,,39.28,19.09,9.02,16.2,165.68,82.66,6.74,36.99,520.27,1.21,85.14,,,,,,
,,,39.3,19.55,9.02,16.2,165.7,82.66,7.42,37,519.82,1.21,85.14,,,,,,
,,,39.32,17.71,9.02,16.2,165.73,82.66,7.01,37,520.11,1.21,85.14,,,,,,
,,,39.33,18.65,9.02,16.2,165.75,82.66,6.59,37.01,519.55,1.21,85.14,,,,,,
,,,39.35,18.24,9.05,16.25,165.78,82.66,6.75,37.01,519.45,1.21,85.14,,,,,,
,,,39.37,18.51,9.07,16.3,165.8,82.71,7.29,37,519.53,1.22,85.19,,,,,,
,,,39.38,18.68,9.07,16.3,165.83,82.77,7.66,37,519.7,1.22,85.25,,,,,,
,,,39.4,18.91,9.07,16.3,165.85,82.77,6.2,37,519.42,1.22,85.25,,,,,,
,,,39.42,17.75,9.07,16.3,165.88,82.77,6.56,37.01,519.81,1.22,85.25,,,,,,
,,,39.43,19.23,9.07,16.3,165.9,82.77,7,37,520.05,1.22,85.25,,,,,,
,,,39.45,18.71,9.1,16.35,165.93,82.77,6.88,37.01,519.87,1.22,85.25,,,,,,
,,,39.47,19.77,9.12,16.4,165.95,82.82,6.53,37.02,519.46,1.22,85.3,,,,,,
,,,39.48,18.8,9.12,16.4,165.98,82.87,7.52,37,519.83,1.22,85.36,,,,,,
,,,39.5,19.33,9.12,16.4,166,82.87,6.95,36.99,520.27,1.22,85.36,,,,,,
,,,39.52,19.74,9.12,16.4,166.03,82.87,7.35,36.99,519.55,1.22,85.36,,,,,,
,,,39.53,19.3,9.12,16.4,166.05,82.87,7.42,36.99,520.27,1.22,85.36,,,,,,
,,,39.55,18.4,9.16,16.47,166.08,82.87,6.83,37,519.71,1.23,85.36,,,,,,
,,,39.57,17.19,9.17,16.5,166.1,82.94,7.31,37,519.7,1.23,85.43,,,,,,
,,,39.58,17.45,9.17,16.5,166.13,82.98,7.44,36.99,519.66,1.23,85.47,,,,,,
,,,39.6,16.21,9.17,16.5,166.15,82.98,7.02,37,520.02,1.23,85.47,,,,,,
,,,39.62,16.43,9.17,16.5,166.18,82.98,7.24,37,519.5,1.23,85.47,,,,,,
,,,39.63,17.43,9.17,16.5,166.2,82.98,7.16,37,520.27,1.23,85.47,,,,,,
,,,39.65,18.65,9.2,16.56,166.23,82.98,7.47,37,520.22,1.23,85.47,,,,,,
,,,39.67,17.31,9.22,16.6,166.25,83.04,6.98,37.01,519.56,1.23,85.53,,,,,,
,,,39.68,16.67,9.22,16.6,166.28,83.08,6.44,37,519.92,1.23,85.57,,,,,,
,,,39.7,18.1,9.22,16.6,166.3,83.08,7.26,37,519.61,1.23,85.57,,,,,,
,,,39.72,16.87,9.22,16.6,166.33,83.08,6.97,36.99,520.22,1.24,85.57,,,,,,
,,,39.73,18.67,9.22,16.6,166.35,83.09,6.89,37,520.07,1.24,85.58,,,,,,
,,,39.75,17.99,9.25,16.66,166.38,83.09,7.41,37.01,519.53,1.24,85.58,,,,,,
,,,39.77,17.98,9.27,16.7,166.4,83.15,7.04,37,519.57,1.24,85.64,,,,,,
,,,39.78,18.55,9.27,16.7,166.43,83.19,7.3,37,519.72,1.24,85.69,,,,,,
,,,39.8,19.1,9.27,16.7,166.45,83.19,6.4,37.01,519.95,1.24,85.69,,,,,,
,,,39.82,18.27,9.27,16.7,166.48,83.19,6.97,37,520.3,1.24,85.69,,,,,,
,,,39.83,18.45,9.27,16.7,166.5,83.19,7.51,36.98,519.39,1.24,85.69,,,,,,
,,,39.85,19.68,9.31,16.78,166.53,83.19,7.05,37,520.28,1.24,85.69,,,,,,
,,,39.87,18.48,9.32,16.8,166.55,83.27,7.21,37.01,519.67,1.24,85.77,,,,,,
,,,39.88,18.17,9.32,16.8,166.58,83.29,6.93,37,520.02,1.24,85.79,,,,,,
,,,39.9,20.03,9.32,16.8,166.6,83.29,6.87,37,519.97,1.25,85.79,,,,,,
,,,39.92,19.55,9.32,16.8,166.63,83.3,6.69,37,519.88,1.25,85.8,,,,,,
,,,39.93,17.77,9.32,16.8,166.65,83.3,6.67,37.01,519.92,1.25,85.8,,,,,,
,,,39.95,19,9.37,16.9,166.68,83.3,7.35,37,520.11,1.25,85.8,,,,,,
,,,39.97,17.75,9.37,16.9,166.7,83.4,7.48,37,520.13,1.25,85.9,,,,,,
,,,39.98,18.53,9.37,16.9,166.73,83.4,7.15,37.01,520.18,1.25,85.9,,,,,,
,,,40,17.45,9.37,16.9,166.75,83.4,7.14,37,520.08,1.25,85.9,,,,,,
,,,40.02,18.98,9.37,16.9,166.78,83.4,6.92,36.99,519.95,1.25,85.9,,,,,,
,,,40.03,18.34,9.39,16.93,166.8,83.4,7.28,36.99,519.87,1.25,85.9,,,,,,
,,,40.05,17.91,9.42,17,166.83,83.43,7.44,37.02,519.9,1.25,85.93,,,,,,
,,,40.07,18,9.42,17,166.85,83.5,6.43,37.02,520.04,1.26,86.01,,,,,,
,,,40.08,18.53,9.42,17,166.88,83.51,6.59,37,519.56,1.26,86.02,,,,,,
,,,40.1,18.38,9.42,17,166.9,83.51,6.83,36.99,519.98,1.26,86.02,,,,,,
,,,40.12,19.34,9.42,17,166.93,83.51,7.27,37,519.71,1.26,86.02,,,,,,
,,,40.13,18.24,9.45,17.05,166.95,83.51,6.92,37,520.07,1.26,86.02,,,,,,
,,,40.15,18.96,9.47,17.1,166.98,83.56,7.11,37,520.16,1.26,86.07,,,,,,
,,,40.17,19.65,9.47,17.1,167,83.61,7.15,37.01,519.77,1.26,86.12,,,,,,
,,,40.18,19.07,9.47,17.1,167.03,83.61,6.87,37,519.83,1.26,86.12,,,,,,
,,,40.2,19.28,9.47,17.1,167.05,83.61,6.96,37.01,519.75,1.26,86.12,,,,,,
,,,40.22,19.49,9.47,17.1,167.08,83.61,7.61,37,520.23,1.26,86.12,,,,,,
,,,40.23,19.13,9.51,17.17,167.1,83.61,7.18,36.98,519.95,1.27,86.12,,,,,,
,,,40.25,19.6,9.52,17.2,167.13,83.69,7.26,36.99,519.99,1.27,86.2,,,,,,
,,,40.27,19.07,9.52,17.2,167.15,83.72,6.2,37.01,519.97,1.27,86.23,,,,,,
,,,40.28,19.66,9.52,17.2,167.18,83.72,6.91,37,519.99,1.27,86.23,,,,,,
,,,40.3,20.45,9.52,17.2,167.2,83.72,7.65,37,519.6,1.27,86.23,,,,,,
,,,40.32,19.14,9.52,17.2,167.23,83.72,6.95,37.02,519.85,1.27,86.23,,,,,,
,,,40.33,20.4,9.57,17.29,167.25,83.72,6.54,37.01,519.87,1.27,86.23,,,,,,
,,,40.35,20.54,9.57,17.3,167.28,83.81,6.65,36.99,519.95,1.27,86.32,,,,,,
,,,40.37,20.62,9.57,17.3,167.3,83.82,7.09,36.99,519.42,1.27,86.33,,,,,,
,,,40.38,19.99,9.57,17.3,167.33,83.82,7.19,37,519.78,1.27,86.33,,,,,,
,,,40.4,20.81,9.57,17.3,167.35,83.82,7.58,37.01,519.55,1.27,86.33,,,,,,
,,,40.42,20.92,9.58,17.31,167.38,83.82,6.95,36.99,519.54,1.28,86.33,,,,,,
,,,40.43,19.64,9.62,17.4,167.4,83.84,7.19,36.99,519.94,1.28,86.36,,,,,,
,,,40.45,19.99,9.62,17.4,167.43,83.93,6.93,37,520.08,1.28,86.45,,,,,,
,,,40.47,20.2,9.62,17.4,167.45,83.93,6.98,37,519.67,1.28,86.45,,,,,,
,,,40.48,20.26,9.62,17.4,167.48,83.93,6.82,36.99,519.4,1.28,86.45,,,,,,
,,,40.5,20.93,9.62,17.4,167.5,83.93,6.81,37,519.9,1.28,86.45,,,,,,
,,,40.52,19.04,9.65,17.45,167.53,83.93,6.48,37.01,520.02,1.28,86.45,,,,,,
,,,40.53,19.45,9.67,17.5,167.55,83.98,7.36,37,519.72,1.28,86.5,,,,,,
,,,40.55,18.01,9.67,17.5,167.58,84.03,6.51,36.99,519.98,1.28,86.55,,,,,,
,,,40.57,18.52,9.67,17.5,167.6,84.03,7.58,37,519.88,1.28,86.55,,,,,,
,,,40.58,17.91,9.67,17.5,167.63,84.03,7.16,37,520.26,1.28,86.55,,,,,,
,,,40.6,19.12,9.67,17.5,167.65,84.03,7.2,37,519.61,1.29,86.55,,,,,,
,,,40.62,19.39,9.71,17.57,167.68,84.04,6.7,37.02,520.08,1.29,86.56,,,,,,
,,,40.63,19.74,9.72,17.6,167.7,84.1,6.96,37.01,519.52,1.29,86.62,,,,,,
,,,40.65,18.35,9.72,17.6,167.73,84.14,6.54,37.01,520.28,1.29,86.66,,,,,,
,,,40.67,18.63,9.72,17.6,167.75,84.14,7.21,37.01,519.93,1.29,86.66,,,,,,
,,,40.68,19.43,9.72,17.6,167.78,84.14,7,37,519.56,1.29,86.66,,,,,,
,,,40.7,18.99,9.72,17.6,167.8,84.14,7.14,36.99,519.93,1.29,86.66,,,,,,
,,,40.72,19.16,9.77,17.7,167.83,84.14,6.7,36.99,519.94,1.29,86.66,,,,,,
,,,40.73,18.72,9.77,17.7,167.85,84.24,6.63,36.99,520.17,1.29,86.77,,,,,,
,,,40.75,20.36,9.77,17.7,167.88,84.24,7.08,36.99,519.41,1.3,86.77,,,,,,
