Time (h),OD 600,Product (kg),Time (h).1,DO (%),Glucose Delivered (kg),Feed Delivered (kg),CER (mmol/L*hr),Vessel Weight (kg),pH,Temperature (C),Agitation (RPM),Base Weight (kg),Vessel Volume (L),Time (h).2,Glucose (g/L),Dry Cell Weight (g/L),Product Concentration (g/L),Productivity (g/L/h),Yield (%)
,,,29.6,17.96,5.12,8.24,169.79,62.29,6.2,36.16,477.26,0.71,78.85,,,,,,
,,,29.62,19.56,4.72,7.82,150.82,73.8,7.06,37.28,538.87,0.6,81.33,,,,,,
,,,29.63,18.29,5.2,7.71,137.77,68.69,6.53,34.9,507.57,0.77,91.87,,,,,,
,,,29.65,18.5,4.34,7.52,149.41,72.5,6.24,42.92,487.61,0.81,73.67,,,,,,
,,,29.67,19.4,4.6,7.57,152.82,82.87,7.84,40.39,525.68,0.62,59.36,,,,,,
,,,29.68,18.43,5.88,6.63,135.4,63.63,8.09,36.39,464.75,0.7,76.18,,,,,,
,,,29.7,21.23,5.18,7.34,157.7,69.76,6.91,41.36,518.05,0.7,77.89,,,,,,
,,,29.72,19.1,4.74,8.45,144.13,73.56,8.69,36.73,594.02,0.78,90.34,,,,,,
,,,29.73,21.11,4.81,8.08,148.76,69.81,6.61,39.24,483.73,0.72,71.96,,,,,,
,,,29.75,17.95,4.16,9.05,119.75,73.34,6.09,35.99,499.61,0.59,93.95,,,,,,
,,,29.77,19.42,4.59,7.17,141.85,79.06,7.84,35.36,527.55,0.71,76.45,,,,,,
,,,29.78,20.09,5.43,7.87,123.19,68.81,7.1,30.71,400.85,0.55,69.72,,,,,,
,,,29.8,22.5,4.16,8.8,148.53,83.22,7.33,40.7,535.8,0.8,65.41,,,,,,
,,,29.82,18.2,3.89,8.81,153.8,68.77,7.42,38.66,448.02,0.83,74.4,,,,,,
,,,29.83,18.19,4.21,6.72,138.83,73.93,7.13,32.54,430.12,0.86,76.88,,,,,,
,,,29.85,19.69,5.32,7.34,144.52,72.77,7.81,38.02,627.18,0.76,86.58,,,,,,
,,,29.87,17.33,4.58,8.24,149.94,81.0,7.28,38.87,589.23,0.68,66.58,,,,,,
,,,29.88,15.38,4.67,6.61,135.64,73.45,6.17,38.04,454.55,0.66,73.04,,,,,,
,,,29.9,19.97,5.22,7.45,149.06,73.39,7.55,39.73,506.15,0.81,71.18,,,,,,
,,,29.92,19.46,5.27,8.41,154.63,77.18,5.73,34.64,593.89,0.67,76.12,,,,,,
,,,29.93,17.88,4.94,7.06,129.78,75.28,5.93,32.43,549.2,0.7,72.74,,,,,,
,,,29.95,20.05,4.01,8.01,135.85,72.33,6.43,36.55,480.88,0.75,76.0,,,,,,
,,,29.97,19.29,5.08,6.73,148.89,81.62,7.34,34.01,622.32,0.84,77.87,,,,,,
,,,29.98,19.13,4.61,7.34,130.15,78.78,7.02,32.39,483.13,0.76,80.06,,,,,,
,,,30.0,24.03,3.91,8.92,170.56,71.15,6.53,34.17,451.0,0.73,71.07,,,,,,
,,,30.02,19.1,5.2,8.6,171.42,69.31,6.81,36.41,553.24,0.58,67.73,,,,,,
,,,30.03,16.19,5.13,7.78,153.34,86.93,7.07,37.13,574.7,0.59,66.47,,,,,,
,,,30.05,14.16,4.91,6.99,150.82,69.07,6.44,35.78,455.98,0.73,69.19,,,,,,
,,,30.07,19.78,5.31,9.18,176.49,75.72,7.06,38.57,506.99,0.73,64.92,,,,,,
,,,30.08,15.51,4.94,8.91,165.43,80.1,5.66,37.61,468.54,0.67,86.02,,,,,,
,,,30.1,19.89,5.27,7.45,159.09,66.17,6.61,32.5,527.27,0.65,73.63,,,,,,
,,,30.12,21.4,4.81,6.75,146.4,81.34,6.95,38.25,483.27,0.62,70.66,,,,,,
,,,30.13,19.58,4.72,7.86,148.13,77.41,5.84,36.92,490.65,0.74,76.48,,,,,,
,,,30.15,16.46,4.83,7.68,152.61,75.24,7.19,37.19,529.97,0.82,76.81,,,,,,
,,,30.17,23.07,5.03,9.12,181.33,86.81,8.81,36.15,480.64,0.73,81.51,,,,,,
,,,30.18,17.85,4.69,7.87,162.44,72.6,5.96,42.09,576.55,0.75,78.11,,,,,,
,,,30.2,18.53,4.62,8.98,145.9,82.38,6.63,35.33,540.11,0.7,85.72,,,,,,
,,,30.22,17.26,4.49,8.12,141.38,66.83,7.06,41.59,523.97,0.8,66.82,,,,,,
,,,30.23,21.48,4.35,7.54,141.52,76.57,6.59,34.08,634.24,0.67,79.28,,,,,,
,,,30.25,20.06,4.43,8.79,115.53,81.19,7.63,29.75,569.7,0.63,83.85,,,,,,
,,,30.27,19.86,4.7,7.95,165.83,74.61,6.33,35.43,463.3,0.8,91.87,,,,,,
,,,30.28,18.34,4.67,7.61,133.85,72.91,7.26,39.69,564.16,0.87,71.41,,,,,,
,,,30.3,21.33,4.36,8.79,164.74,77.1,6.0,41.13,582.06,0.78,79.49,,,,,,
,,,30.32,18.59,5.48,7.37,129.51,84.36,6.47,38.74,451.38,0.79,68.41,,,,,,
,,,30.33,19.39,5.31,9.4,143.71,75.63,7.57,38.08,505.25,0.63,73.86,,,,,,
,,,30.35,20.58,5.91,8.36,136.41,78.8,7.38,39.77,488.27,0.81,64.23,,,,,,
,,,30.37,18.96,4.17,9.24,155.29,59.79,7.38,36.64,524.02,0.72,64.15,,,,,,
,,,30.38,16.67,6.1,9.02,140.96,71.15,7.01,41.64,551.21,0.9,70.84,,,,,,
,,,30.4,21.79,4.36,7.92,153.49,70.1,7.24,33.94,531.25,0.77,81.64,,,,,,
,,,30.42,20.11,4.4,7.93,146.86,76.1,5.99,38.16,454.75,0.76,81.8,,,,,,
,,,30.43,16.37,6.04,9.48,154.34,73.08,8.17,35.26,568.47,0.74,64.92,,,,,,
,,,30.45,18.22,5.28,8.48,177.02,86.47,7.66,43.37,527.95,0.73,81.04,,,,,,
,,,30.47,21.49,4.5,9.02,151.8,71.44,7.39,36.89,449.81,0.68,78.01,,,,,,
,,,30.48,18.45,5.65,8.55,159.0,70.51,7.42,39.7,478.25,0.8,83.86,,,,,,
,,,30.5,19.79,5.42,8.81,175.89,80.6,6.15,39.16,492.45,0.72,85.53,,,,,,
,,,30.52,21.71,5.15,8.99,152.98,64.97,7.92,35.68,542.82,0.71,57.21,,,,,,
,,,30.53,18.1,4.92,7.78,134.83,87.83,7.3,33.09,554.18,0.87,89.48,,,,,,
,,,30.55,16.85,5.04,8.47,138.98,78.5,7.25,32.43,549.46,0.88,87.25,,,,,,
,,,30.57,17.09,5.55,7.34,136.88,76.94,6.45,35.05,527.53,0.71,81.46,,,,,,
,,,30.58,19.88,5.63,7.87,160.82,73.29,4.21,39.75,467.4,0.69,74.89,,,,,,
,,,30.6,16.36,4.69,8.57,164.95,72.01,6.45,31.03,530.67,0.87,75.82,,,,,,
,,,30.62,16.11,5.15,8.11,141.66,74.52,7.79,29.36,538.46,0.81,73.29,,,,,,
,,,30.63,15.76,4.7,7.85,153.46,69.47,6.2,44.79,581.46,0.7,69.98,,,,,,
,,,30.65,16.82,5.59,9.33,152.73,88.33,5.94,38.88,466.42,0.63,72.42,,,,,,
,,,30.67,18.5,5.79,8.98,155.18,67.37,7.41,33.92,528.51,0.7,78.49,,,,,,
,,,30.68,20.65,6.89,9.06,139.19,79.1,7.0,30.08,542.29,0.76,77.57,,,,,,
,,,30.7,16.36,5.47,9.15,139.45,68.24,7.25,30.92,552.1,0.81,67.43,,,,,,
,,,30.72,16.37,5.84,9.16,161.09,85.5,7.21,41.45,506.37,0.66,84.7,,,,,,
,,,30.73,18.04,5.23,10.12,130.22,65.9,7.08,46.54,624.01,0.76,67.5,,,,,,
,,,30.75,18.09,5.78,8.6,168.25,82.99,7.79,35.65,642.5,0.82,81.8,,,,,,
,,,30.77,16.11,5.3,7.19,146.61,65.71,6.53,30.69,611.02,0.84,82.98,,,,,,
,,,30.78,18.59,5.68,8.75,170.99,68.33,7.01,31.2,536.16,0.94,67.04,,,,,,
,,,30.8,17.77,5.51,8.71,148.84,79.95,5.61,33.63,550.66,0.54,90.18,,,,,,
,,,30.82,16.9,6.35,8.58,136.14,79.11,7.11,37.53,532.64,0.71,76.6,,,,,,
,,,30.83,11.87,5.25,8.76,119.86,71.58,5.49,31.17,510.32,0.69,76.68,,,,,,
,,,30.85,18.74,6.16,9.17,134.89,70.99,7.49,35.23,569.73,0.84,70.83,,,,,,
,,,30.87,18.42,6.35,8.54,167.33,81.17,6.1,34.46,466.14,0.69,79.13,,,,,,
,,,30.88,18.23,4.52,8.14,134.83,81.89,5.9,37.86,494.7,0.83,100.47,,,,,,
,,,30.9,15.26,5.16,8.73,145.25,69.9,7.05,41.78,515.29,0.75,77.5,,,,,,
,,,30.92,17.56,5.02,9.21,155.22,77.45,7.15,42.83,554.79,0.73,68.52,,,,,,
,,,30.93,16.81,4.95,7.71,156.28,69.42,7.52,34.72,496.78,0.78,73.76,,,,,,
,,,30.95,17.73,6.11,9.02,134.96,71.75,6.08,42.94,547.37,0.8,77.81,,,,,,
,,,30.97,21.2,5.31,9.02,148.1,79.56,7.8,32.8,470.06,0.82,72.58,,,,,,
,,,30.98,20.3,4.78,8.0,124.65,87.9,6.62,35.58,512.46,0.84,74.48,,,,,,
,,,31.0,17.62,5.44,8.46,174.89,70.95,8.09,38.72,587.32,0.68,72.78,,,,,,
,,,31.02,13.67,4.81,8.93,162.77,84.01,6.9,34.13,542.85,0.84,88.66,,,,,,
,,,31.03,19.23,4.55,8.2,153.81,65.66,6.14,44.78,502.51,0.73,76.81,,,,,,
,,,31.05,18.75,5.61,7.99,151.22,73.8,7.09,39.8,565.46,0.8,76.36,,,,,,
,,,31.07,20.05,5.69,9.66,172.31,83.72,8.54,32.68,593.32,0.66,75.87,,,,,,
,,,31.08,20.91,5.38,9.82,157.94,78.98,8.4,33.01,588.16,0.84,83.62,,,,,,
,,,31.1,19.26,5.92,8.37,170.79,68.88,6.95,36.76,548.17,0.92,78.37,,,,,,
,,,31.12,17.82,5.87,8.92,130.9,80.11,6.71,36.86,476.38,0.84,71.93,,,,,,
,,,31.13,19.13,5.35,7.36,138.87,71.99,7.11,36.87,519.77,0.92,81.87,,,,,,
,,,31.15,19.63,6.09,8.84,163.41,69.86,7.97,37.2,564.17,0.82,70.1,,,,,,
,,,31.17,20.02,5.01,8.68,164.56,78.25,7.72,31.53,520.08,0.81,86.62,,,,,,
,,,31.18,17.34,5.38,8.26,180.71,59.72,7.49,40.12,502.73,0.65,76.21,,,,,,
,,,31.2,20.83,5.19,9.13,158.83,80.55,5.95,33.32,472.0,0.77,80.81,,,,,,
,,,31.22,18.99,4.9,7.54,138.69,79.05,6.11,39.22,534.65,0.83,84.35,,,,,,
,,,31.23,16.63,6.55,8.25,170.07,77.76,6.62,33.96,582.31,0.87,78.4,,,,,,
,,,31.25,17.49,6.78,10.19,160.36,86.34,8.23,45.06,502.66,0.72,93.02,,,,,,
,,,31.27,18.61,5.24,9.73,135.32,81.68,6.2,29.93,521.01,0.75,76.3,,,,,,
,,,31.28,17.13,5.84,9.36,165.23,78.55,6.99,36.31,529.91,0.71,78.8,,,,,,
,,,31.3,19.96,4.88,9.35,146.96,74.66,8.4,37.7,514.42,0.79,98.81,,,,,,
,,,31.32,18.38,6.14,8.99,173.76,76.02,8.14,34.85,520.1,0.98,70.08,,,,,,
,,,31.33,17.16,5.32,8.93,146.84,76.55,7.14,39.59,621.43,0.82,81.84,,,,,,
,,,31.35,17.25,5.92,8.54,149.59,78.84,6.65,39.59,452.05,0.75,81.48,,,,,,
,,,31.37,20.55,6.12,10.16,159.07,93.03,6.69,36.84,450.04,0.83,67.79,,,,,,
,,,31.38,16.0,6.44,7.82,141.91,80.52,7.07,36.78,459.16,0.84,84.27,,,,,,
,,,31.4,17.75,4.92,10.23,142.59,78.2,6.15,27.24,465.89,0.91,76.1,,,,,,
,,,31.42,19.43,6.03,9.13,138.77,89.82,7.85,36.68,504.83,0.66,80.2,,,,,,
,,,31.43,22.09,6.06,9.46,140.8,78.35,7.07,38.55,622.29,0.78,75.45,,,,,,
,,,31.45,17.13,4.85,8.71,145.06,80.89,7.31,38.7,514.76,0.87,81.7,,,,,,
,,,31.47,19.59,5.34,9.36,161.72,78.95,6.11,37.44,505.81,0.76,74.79,,,,,,
,,,31.48,19.42,5.91,8.41,146.76,85.4,7.48,36.32,561.62,0.81,70.51,,,,,,
,,,31.5,17.4,5.12,9.69,139.31,82.85,7.96,33.74,472.39,0.8,74.68,,,,,,
,,,31.52,18.21,4.95,9.35,129.84,75.39,6.27,37.77,479.87,0.86,76.58,,,,,,
,,,31.53,16.27,5.97,10.63,149.13,67.11,6.59,39.62,608.75,0.64,74.52,,,,,,
,,,31.55,17.9,6.12,8.44,165.35,71.44,7.24,38.65,541.75,0.67,81.99,,,,,,
,,,31.57,15.79,5.76,9.19,145.83,76.89,6.76,41.11,536.61,0.74,83.2,,,,,,
,,,31.58,17.94,5.74,10.2,170.0,84.57,6.33,33.65,506.16,0.92,88.08,,,,,,
,,,31.6,18.08,5.76,9.06,163.82,81.46,7.34,31.04,476.56,0.78,78.98,,,,,,
,,,31.62,15.87,4.84,8.81,157.87,76.96,7.44,42.65,532.85,0.76,75.24,,,,,,
,,,31.63,13.73,5.71,8.72,128.17,69.8,7.5,30.65,538.52,0.89,81.98,,,,,,
,,,31.65,17.31,5.27,10.01,137.56,70.03,6.76,41.03,440.57,0.95,76.47,,,,,,
,,,31.67,17.17,5.39,9.04,167.63,76.86,6.16,27.83,505.65,0.75,79.68,,,,,,
,,,31.68,16.97,6.12,9.62,148.13,80.17,8.0,37.53,494.87,0.9,77.15,,,,,,
,,,31.7,18.9,6.3,10.2,151.9,91.9,6.38,37.43,478.3,0.73,75.49,,,,,,
,,,31.72,18.2,5.7,9.7,185.33,74.45,6.81,37.41,459.27,0.83,71.86,,,,,,
,,,31.73,19.27,6.49,9.23,157.06,88.09,6.69,29.99,521.83,0.71,93.11,,,,,,
,,,31.75,14.96,6.06,9.91,135.39,67.76,7.2,38.4,626.63,0.72,72.99,,,,,,
,,,31.77,19.61,6.08,8.63,135.21,69.83,6.25,37.07,460.37,0.86,78.22,,,,,,
,,,31.78,17.33,5.26,9.43,153.48,80.97,6.34,33.55,487.96,0.79,79.71,,,,,,
,,,31.8,15.79,5.54,10.43,152.78,88.12,6.65,34.67,535.9,0.85,66.7,,,,,,
,,,31.82,19.88,4.82,8.53,136.21,74.24,7.82,42.15,450.06,0.92,80.94,,,,,,
,,,31.83,19.91,6.19,9.74,173.5,89.34,7.49,39.87,550.58,0.77,62.8,,,,,,
,,,31.85,16.81,5.71,9.28,143.6,68.1,5.66,46.7,475.97,0.8,63.68,,,,,,
,,,31.87,18.43,6.06,11.22,118.41,78.36,6.35,40.13,503.17,0.96,84.9,,,,,,
,,,31.88,17.87,5.19,8.77,154.22,79.81,6.44,31.79,503.97,0.7,76.29,,,,,,
,,,31.9,15.52,6.28,9.14,168.02,74.49,6.18,34.46,490.64,0.68,81.17,,,,,,
,,,31.92,13.55,5.96,8.72,167.38,79.89,6.9,40.8,550.64,0.83,83.43,,,,,,
,,,31.93,17.08,5.56,8.55,177.31,81.24,6.9,35.6,531.96,0.78,68.47,,,,,,
,,,31.95,20.54,6.22,9.85,142.15,77.29,6.2,37.62,453.84,0.79,79.54,,,,,,
,,,31.97,19.15,5.66,9.37,170.07,76.29,7.19,31.18,545.96,0.87,72.11,,,,,,
,,,31.98,18.08,6.15,8.96,158.55,90.53,7.96,41.71,476.78,0.93,73.07,,,,,,
,,,32.0,19.95,4.68,9.76,169.79,74.0,7.41,36.38,462.45,0.72,68.2,,,,,,
,,,32.02,18.29,5.66,7.46,154.76,76.95,6.36,35.51,487.86,0.68,73.4,,,,,,
,,,32.03,16.29,5.46,8.68,134.02,86.88,8.69,34.55,531.12,0.9,99.49,,,,,,
,,,32.05,18.2,5.49,10.19,153.21,65.03,6.72,37.29,384.17,0.94,85.34,,,,,,
,,,32.07,16.13,6.33,9.37,175.12,79.45,8.35,33.26,453.96,0.85,71.04,,,,,,
,,,32.08,16.43,5.87,8.61,145.76,71.12,7.56,33.5,527.07,0.8,86.34,,,,,,
,,,32.1,17.98,6.21,10.59,141.13,66.28,7.07,40.02,592.25,1.02,67.46,,,,,,
,,,32.12,19.09,6.67,9.93,174.01,77.31,6.82,39.93,579.47,0.84,86.4,,,,,,
,,,32.13,18.61,5.04,10.51,179.58,73.12,6.16,40.8,388.85,0.83,89.48,,,,,,
,,,32.15,18.68,4.93,9.85,143.44,72.73,6.65,37.26,524.33,0.7,80.06,,,,,,
,,,32.17,22.13,5.6,10.85,159.48,70.19,7.68,31.45,506.25,0.83,87.77,,,,,,
,,,32.18,18.04,5.88,10.3,154.1,58.86,7.42,36.44,473.08,0.87,76.67,,,,,,
,,,32.2,21.46,6.75,11.59,148.46,59.3,8.29,37.24,495.91,0.68,86.3,,,,,,
,,,32.22,22.68,6.21,8.13,171.39,76.22,6.42,35.15,493.1,0.9,84.0,,,,,,
,,,32.23,20.35,6.42,9.18,146.98,84.36,8.0,33.25,480.03,0.75,79.08,,,,,,
,,,32.25,14.8,5.53,11.18,151.31,81.08,9.53,39.37,569.25,0.8,89.17,,,,,,
,,,32.27,20.06,6.08,8.94,147.73,77.45,6.65,38.74,528.85,0.84,85.77,,,,,,
,,,32.28,20.91,4.91,9.62,161.16,67.55,7.5,36.93,546.64,0.86,74.24,,,,,,
,,,32.3,20.46,7.27,9.68,161.24,71.03,7.6,35.5,539.26,0.92,92.97,,,,,,
,,,32.32,22.42,5.46,11.79,169.84,88.92,6.53,35.33,469.26,1.0,80.8,,,,,,
,,,32.33,19.69,6.35,10.92,154.91,87.4,7.88,31.29,475.22,0.69,73.61,,,,,,
,,,32.35,22.07,6.91,11.0,151.48,80.12,6.25,40.23,690.22,0.9,94.02,,,,,,
,,,32.37,16.13,6.54,9.96,136.03,68.76,6.5,28.92,570.33,0.74,77.66,,,,,,
,,,32.38,19.87,5.74,10.67,136.49,66.41,6.53,36.73,548.8,0.86,81.05,,,,,,
,,,32.4,18.93,5.26,9.98,149.92,63.51,7.46,40.44,557.48,0.86,74.06,,,,,,
,,,32.42,20.7,6.86,11.16,165.6,64.87,7.44,34.23,522.22,0.89,65.93,,,,,,
,,,32.43,16.58,6.53,10.62,201.94,76.63,6.59,38.02,528.54,0.77,73.6,,,,,,
,,,32.45,18.25,5.58,10.1,193.31,84.53,6.45,34.58,570.28,0.85,75.64,,,,,,
,,,32.47,20.7,6.73,11.58,132.75,83.12,6.8,33.0,564.96,0.84,76.8,,,,,,
,,,32.48,20.39,6.01,11.81,126.84,66.73,7.03,36.78,410.24,0.88,89.35,,,,,,
,,,32.5,18.72,6.06,12.0,161.01,83.26,6.54,30.82,500.44,0.81,76.94,,,,,,
,,,32.52,18.77,5.74,10.7,149.99,58.51,7.36,41.58,564.4,0.81,86.72,,,,,,
,,,32.53,18.16,5.74,11.18,172.56,78.69,7.65,37.13,514.36,0.83,79.21,,,,,,
,,,32.55,22.47,6.01,9.3,144.67,92.55,6.98,38.06,672.95,0.72,74.12,,,,,,
,,,32.57,19.0,6.66,8.21,159.79,81.8,7.65,31.16,567.62,0.88,60.54,,,,,,
,,,32.58,19.15,6.67,10.46,149.88,88.16,7.25,40.86,573.12,0.81,89.6,,,,,,
,,,32.6,16.1,5.84,10.98,130.87,75.63,6.82,38.36,503.08,0.85,73.9,,,,,,
,,,32.62,21.64,6.54,12.38,160.24,79.43,7.13,42.75,580.08,0.84,77.08,,,,,,
,,,32.63,20.03,6.79,9.0,148.09,81.45,8.5,36.2,555.24,0.82,79.75,,,,,,
,,,32.65,15.44,4.79,10.2,176.06,73.0,6.75,32.87,517.59,0.79,79.85,,,,,,
,,,32.67,19.22,6.43,9.65,153.14,62.76,7.07,37.73,528.66,0.76,79.78,,,,,,
,,,32.68,18.46,5.42,9.23,142.97,65.04,6.99,29.45,409.21,0.84,74.26,,,,,,
,,,32.7,20.26,6.68,8.94,150.29,72.37,9.44,34.29,494.01,0.87,90.93,,,,,,
,,,32.72,20.02,4.92,10.46,140.91,86.04,6.28,34.37,626.09,0.8,85.44,,,,,,
,,,32.73,21.33,5.0,11.22,137.82,78.47,8.1,39.55,518.27,0.89,76.05,,,,,,
,,,32.75,20.54,5.32,11.79,155.17,76.0,6.92,36.99,664.37,0.95,77.36,,,,,,
,,,32.77,20.23,6.5,10.84,180.88,72.76,8.37,37.44,519.61,0.79,85.11,,,,,,
,,,32.78,18.37,6.49,11.27,140.27,73.51,6.87,36.9,524.33,0.81,77.26,,,,,,
,,,32.8,19.61,6.27,10.64,156.22,85.34,7.12,28.19,535.39,0.95,77.29,,,,,,
,,,32.82,22.39,7.43,11.91,144.5,75.41,8.08,33.84,523.79,0.87,67.74,,,,,,
,,,32.83,19.35,6.59,10.74,171.95,81.87,6.71,27.66,510.43,0.66,88.62,,,,,,
,,,32.85,19.55,6.51,9.04,164.94,80.74,6.13,32.54,408.59,0.93,73.64,,,,,,
,,,32.87,24.2,6.78,11.84,168.43,89.64,7.22,32.66,530.06,0.99,84.35,,,,,,
,,,32.88,17.86,7.12,12.46,149.35,80.06,5.75,41.77,522.82,0.94,93.88,,,,,,
,,,32.9,19.47,6.47,9.94,118.15,77.39,7.49,27.74,524.6,0.97,80.51,,,,,,
,,,32.92,22.39,6.95,10.87,179.49,80.46,7.78,39.68,501.62,0.9,80.24,,,,,,
,,,32.93,18.87,5.54,9.65,182.81,80.97,6.96,37.85,501.94,0.9,74.03,,,,,,
,,,32.95,20.82,5.72,10.91,165.69,82.72,6.55,32.96,443.24,0.95,70.57,,,,,,
,,,32.97,18.54,5.72,12.31,159.53,74.49,7.51,44.07,479.69,0.83,88.49,,,,,,
,,,32.98,22.17,7.02,12.14,165.24,77.28,5.87,31.87,498.99,0.71,85.43,,,,,,
,,,33.0,20.21,6.61,12.46,168.09,84.95,7.89,35.78,510.03,0.8,83.22,,,,,,
,,,33.02,19.44,6.16,10.74,162.73,75.07,7.83,36.85,598.98,0.74,81.32,,,,,,
,,,33.03,21.59,6.14,10.68,164.58,87.21,7.5,36.07,550.22,0.83,75.99,,,,,,
,,,33.05,18.37,5.21,12.64,161.58,71.31,6.89,38.0,398.76,0.69,87.84,,,,,,
,,,33.07,25.41,6.68,10.51,140.82,75.43,6.07,39.19,613.59,0.81,70.26,,,,,,
,,,33.08,14.46,5.73,11.15,151.11,73.86,7.45,37.79,537.22,0.75,66.66,,,,,,
,,,33.1,16.8,6.83,9.47,168.58,79.62,6.61,30.19,530.61,0.82,81.4,,,,,,
,,,33.12,19.34,6.39,11.37,158.25,76.27,7.0,37.71,495.36,0.72,75.07,,,,,,
,,,33.13,19.56,7.12,9.52,158.87,73.79,6.76,39.78,489.48,0.7,81.3,,,,,,
,,,33.15,16.99,5.7,12.64,155.5,69.72,6.34,35.68,557.42,0.89,74.66,,,,,,
,,,33.17,21.07,6.44,10.35,138.3,74.65,8.0,34.95,618.63,0.91,91.93,,,,,,
,,,33.18,20.02,6.32,11.14,146.22,79.77,7.34,42.73,572.91,0.83,68.14,,,,,,
,,,33.2,19.91,6.61,11.14,146.45,75.3,5.84,35.7,505.17,0.9,79.24,,,,,,
,,,33.22,20.72,5.82,12.12,144.0,71.53,5.53,39.27,516.49,0.81,74.24,,,,,,
,,,33.23,16.45,6.57,11.43,149.89,69.83,6.11,37.09,399.25,0.87,88.94,,,,,,
,,,33.25,17.98,6.69,10.19,172.28,74.68,6.91,37.49,508.3,0.68,87.06,,,,,,
,,,33.27,21.59,6.38,11.85,143.16,64.76,5.24,32.48,443.61,0.78,74.2,,,,,,
,,,33.28,17.69,6.41,11.01,139.42,79.78,7.4,32.17,477.58,0.76,72.84,,,,,,
,,,33.3,23.3,6.72,11.58,153.89,84.9,7.47,30.55,461.71,0.88,77.23,,,,,,
,,,33.32,22.8,5.94,12.87,172.71,72.8,6.85,31.8,468.42,0.87,78.23,,,,,,
,,,33.33,20.68,5.36,12.89,144.6,95.37,6.75,28.02,522.65,0.86,79.59,,,,,,
,,,33.35,19.11,6.56,11.57,167.47,77.56,7.07,44.38,484.97,1.02,79.16,,,,,,
,,,33.37,20.37,6.28,10.29,164.8,65.75,6.76,36.75,587.04,0.83,79.21,,,,,,
,,,33.38,20.76,6.31,11.02,119.55,83.71,7.68,39.14,481.38,0.89,86.69,,,,,,
,,,33.4,20.44,5.78,10.64,119.99,81.33,8.15,37.81,563.78,0.94,71.37,,,,,,
,,,33.42,17.18,6.31,11.24,138.43,75.47,6.8,38.01,498.53,0.82,82.01,,,,,,
,,,33.43,20.64,5.78,12.03,149.32,73.77,7.83,38.91,478.83,0.76,79.08,,,,,,
,,,33.45,23.58,6.54,11.76,180.07,81.5,6.97,30.96,532.76,0.83,76.08,,,,,,
,,,33.47,21.17,5.75,10.44,145.71,82.0,7.14,43.54,494.61,1.05,78.82,,,,,,
,,,33.48,20.89,7.11,8.93,189.18,66.08,6.13,38.68,461.89,0.85,88.82,,,,,,
,,,33.5,22.8,6.0,8.77,177.39,77.33,7.06,38.11,475.69,0.8,93.62,,,,,,
,,,33.52,22.48,6.09,9.66,187.95,81.03,7.26,34.95,478.25,1.03,85.15,,,,,,
,,,33.53,17.42,5.7,11.62,149.7,80.59,6.88,34.47,476.94,1.12,71.73,,,,,,
,,,33.55,19.5,6.6,10.63,166.94,98.75,7.72,39.7,489.98,0.79,90.8,,,,,,
,,,33.57,18.02,6.3,11.25,164.13,70.24,7.55,33.22,589.89,0.78,76.89,,,,,,
,,,33.58,18.48,6.44,11.95,157.93,69.36,6.48,32.76,504.69,0.84,93.06,,,,,,
,,,33.6,15.95,5.96,9.8,182.07,70.78,6.95,37.42,541.84,0.83,73.13,,,,,,
,,,33.62,16.34,5.86,11.3,150.1,68.55,8.03,42.64,483.97,0.9,77.57,,,,,,
,,,33.63,19.12,7.14,11.39,151.12,74.82,6.31,38.21,534.49,0.88,92.81,,,,,,
,,,33.65,21.47,6.3,11.89,158.04,91.06,7.06,38.14,490.37,0.94,82.34,,,,,,
,,,33.67,19.6,6.13,11.15,167.56,79.1,6.37,39.92,490.41,0.87,75.88,,,,,,
,,,33.68,17.08,6.85,11.7,156.25,83.48,6.63,34.39,554.03,0.98,87.47,,,,,,
,,,33.7,17.73,7.49,13.83,149.76,74.57,6.53,43.54,599.68,1.12,78.0,,,,,,
,,,33.72,14.65,6.87,11.12,133.55,80.93,6.71,33.22,599.08,0.93,83.74,,,,,,
,,,33.73,15.01,5.47,12.4,161.05,89.62,5.93,30.99,563.37,0.85,74.92,,,,,,
,,,33.75,17.08,6.39,11.95,146.44,73.63,7.1,39.93,384.59,0.72,76.93,,,,,,
,,,33.77,21.25,5.9,11.42,161.49,77.65,6.17,43.78,561.44,0.97,78.0,,,,,,
,,,33.78,16.21,6.91,11.81,161.93,83.46,6.79,34.51,547.59,0.96,86.2,,,,,,
,,,33.8,19.25,6.78,11.4,146.27,85.9,7.63,35.52,553.59,0.89,78.51,,,,,,
,,,33.82,20.25,7.46,11.72,162.43,71.12,6.22,41.42,472.68,0.74,82.22,,,,,,
,,,33.83,20.48,6.65,9.89,189.11,85.51,7.04,45.49,568.99,0.81,80.21,,,,,,
,,,33.85,18.95,6.62,10.8,141.54,75.99,7.73,36.12,591.82,0.88,81.83,,,,,,
,,,33.87,18.54,6.6,9.62,172.26,81.77,8.13,30.58,559.51,0.96,82.78,,,,,,
,,,33.88,19.02,6.72,10.12,162.07,92.24,7.67,34.71,621.89,0.84,74.3,,,,,,
,,,33.9,17.06,6.36,10.0,155.89,73.07,5.49,37.31,562.09,0.81,72.43,,,,,,
,,,33.92,15.79,5.68,10.7,161.25,77.91,7.62,40.37,521.71,0.96,87.89,,,,,,
